"Submission ID","Respondent ID","Submitted at","uuid","session_id","session_duration","subject","Respondent's country","how was your sesh with Professor Curious fr?","what made you call the Prof.?","what didn’t work for you with the Prof.?","what actually helped you the most? 🔥","what do you think we could do better?","Anything here that low-key had you confused or stressed?","How well did the whiteboard work for you today?"
"445Wqgk","Y5O892q","2026-02-22 03:29:43","5f79c8b64dd943a2a3643df96522c44b","d2c111fbb49a480aaa923756d52793cd","0","Unknown","India","5","📚 to learn","","Ff","Ggv","",""
"kdMG0eo","Y5O892q","2026-02-22 03:40:31","5f79c8b64dd943a2a3643df96522c44b","3422c0b5b5374445ac70dd72e29fb2e2","0","Any subject","India","5","📚 to learn","","Hh","Ff","",""
"2EQA75g","obObGaP","2026-02-22 04:37:44","74741e3bf997451b90fec1b656238189","0e88f065510f42b8bef5935f49e2766c","8","Unknown","United States of America","5","📚 to learn",""," ",".","",""
"Gx8RoWO","kdA5qM1","2026-02-22 10:26:36","d901b94902624d318a4529a65b6879b5","fd15369a16e54685822a9ac3a074942e","73","Any subject","India","5","⚡ to get quick help (answer/explanation)","","For the question and answers ","Allow prof curious to see us","",""
"7R6NelR","b5O5bGZ","2026-02-22 11:21:43","dbfbd1e05ae841d18ed5a18891a55e67","b8ce9bd7b48a4d1a8dc2604915b98eb3","7","Any subject","South Africa","2","📚 to learn","I can't understand anything ND GOOGLE DOES NOT HELP
","","That the AI must give clear explanations and answered
","",""
"ja1PMga","q4P5E05","2026-02-22 14:19:46","b1b9eb06a727486dba360d5c8e502d1f","ab5880b2c1914c3ab9a5fa222a0f9153","0","Any subject","India","5","🎯 to prep for a test","","Test ","Promt answer","",""
"Zjq6aoA","7RZqXaR","2026-02-22 17:57:27","ec006438ce204561826ef8e84f9f59b6","d5a39a000c324be88a14a1d17a2e5db1","6","Any subject","India","5","🎯 to prep for a test","","It helps me in solving any maths problems
Easily","It is ok for all students","",""
"1Aq7Mbb","VL8Gz8E","2026-02-22 18:33:47","f51cccbcdc684cd9b1425034c4c7e3b4","de59fb76eb13467cbcaf9d79eb2d44c3","6","Unknown","United States of America","5","📝 to do homework","","Reference notes","Have different voices","",""
"RGE58Rl","0QPdE7N","2026-02-22 19:04:48","9e526bee312a49df871b7db8bfc7bf85","c0d6e02c0363439c99e03b7726a4d8e1","4","Unknown","India","5","📚 to learn","","The best suitable answer ","Could you help me for a teacher to teach group of students ","",""
"LZRW42z","Pd0pGKB","2026-02-22 20:54:11","35c0023702794fc69f20e3ae9f904f0d","03125ad934884ba798f35eb369671466","7","Unknown","Canada","4","😌 to just chill + study","It didn’t save everything that I wanted to ","The way he explained it in detail ","To keep what he says and save them automatically save them to my notes","",""
"7R6W2a9","0QPdWNP","2026-02-22 22:55:53","404da828a3c542e58cf99ab7472f403b","d361a96081a54465869134ecd00e2cc3","0","Unknown","United States of America","5","🎯 to prep for a test","","explanations","idk yet","",""
"817KjJz","rjE5NqM","2026-02-23 00:15:13","61820cfd0aec4367accd90194d528811","9bc4deb81f8c460f8d8fdc6f958e1c16","0","Any subject","United States of America","4","📝 to do homework","","Idk ","Idk","",""
"zxPq1k0","OD0lDq7","2026-02-23 00:41:48","0b9be98d57e94eacb9d8fcf106cd10a7","06e108c117ee449598a255f493bc6c37","3","Unknown","United States of America","5","📚 to learn","","Talking about it","Helping me more instead of doing it for me","",""
"MeobqEM","BzBKdqQ","2026-02-23 01:20:21","828755f847154d7ebca6303687f255c5","09ee6877e6f446a3a3ef0e22318cc72e","0","Any subject","United States of America","5","📚 to learn","","Step by step ","Yes","",""
"5BWd2jd","5B24eKE","2026-02-23 03:35:58","778cc3f418c846c0b9fea2fdc8b36fc6","55e5b4be5a1c49c588d7dbbf737fbdc7","21","Any subject","United States of America","4","📝 to do homework","","He wouldn’t just tell you the answer he helped you work it. Which I liked.","He had little emotion to it. I felt like I was so post to hear more after the direct statement.","",""
"WOxADkL","RGLdrPp","2026-02-23 04:13:18","d078fd9ae6ef419dbe3a39cf6589fb7f","e0c3859bf9ce4744a220c454711323ea","2","Unknown","India","5","📝 to do homework","","english 2 objectives of ch 15 16
","because my test 
","",""
"0QNEzp0","Pd0pGKB","2026-02-23 05:05:25","35c0023702794fc69f20e3ae9f904f0d","9c2a26a6dba7484b9ed1c907471ff839","29","Unknown","Canada","5","🎯 to prep for a test","","The examples ","Nothing it was perfect ","",""
"44e2YEd","Y5dRbJ5","2026-02-23 05:09:30","ca173e99b82e4e76b63d3f9e92124d3e","9ab3748a3c0a43d78dd7373076181537","0","Any subject","India","2","🎯 to prep for a test","सभी बातें","","बहुत अच्छा","",""
"5BWk9rd","aQ667Lq","2026-02-23 06:38:42","c63f995174414fc990e414edff08020d","58fa64eb591448b7af993112d43222aa","25","Any subject","United States of America","2","📚 to learn","What he was saying for the equations was not popping up on the whiteboard","","Speeds of talking","",""
"gDKAV9d","Y5dRbJ5","2026-02-23 08:25:32","ca173e99b82e4e76b63d3f9e92124d3e","5a1d6d0a18614e6d9d93cf38dbef5c72","2","Any subject","India","3","📚 to learn","ठीक लगी","","कुछ और भी कर सकते हैं","",""
"2EQk64A","Y5O892q","2026-02-23 08:40:53","5f79c8b64dd943a2a3643df96522c44b","88036c06ef5241e79d7e51c444dde029","1","Unknown","India","5","⚡ to get quick help (answer/explanation)","","A","Aaa","",""
"ODOLpaK","lbROjZ5","2026-02-23 14:27:32","b62fe33df1784b979fe95fc7698798be","1ef73a80b7494579870d6f45c76ea892","0","Unknown","Israel","5","🎯 to prep for a test","","Idk","A little more explaining ","",""
"817Gl6r","WO0RdYe","2026-02-23 15:14:12","40019d314976425390007798586bcd80","5a1864a5d2604b7ea8daff2c2b94f336","1","Any subject","India","5","📚 to learn","","Math ","Math ","",""
"0QNJOzA","eqEazvo","2026-02-23 17:55:30","3180b98b4e36443f8aec8813ba0f99c9","1a6f9b7f592c4e1394c4abdc2ae81681","3","Any subject","United States of America","5","📝 to do homework","","Him really explaining was great!!","Nothing really","",""
"ja19pKJ","eqERvWQ","2026-02-23 23:29:11","b4f6f3bf400d455fbea37b3b2015dbcc","4b4f529c675941b79b48fbad36c76205","0","Any subject","United States of America","5","📝 to do homework","","On how to solve square root","I don’t think anything","",""
"XxZBy4d","eqERvWQ","2026-02-23 23:30:37","b4f6f3bf400d455fbea37b3b2015dbcc","1e992a47e76647dabfb7b105640a4b6c","0","Any subject","United States of America","5","📝 to do homework","","1","E","",""
"Y5NzyZ0","eqERvWQ","2026-02-23 23:31:12","b4f6f3bf400d455fbea37b3b2015dbcc","6621b470109d4de192cfd09994deb57b","0","Any subject","United States of America","5","📝 to do homework","","Learning more","Nothing ","",""
"A71b5jz","eqERvWQ","2026-02-23 23:32:44","b4f6f3bf400d455fbea37b3b2015dbcc","c188f69aae4c4ec2b3fbcca38301cb51","0","Any subject","United States of America","5","📝 to do homework","","Learning","Nothing ","",""
"2EQx5Wg","eqERvWQ","2026-02-23 23:34:46","b4f6f3bf400d455fbea37b3b2015dbcc","213bf03cc3304433aa487dc6fec7ff3d","1","Any subject","United States of America","5","📚 to learn","","Leaen","Nothing","",""
"ja19V89","Me5RqNM","2026-02-24 00:22:37","69df153458734979b2a5e368ddf70d6d","1cd82826b5d143f48942f6b87be8050e","0","Any subject","United States of America","5","📝 to do homework","","The answers ","Nothing ","",""
"ODOBvNM","Np0ovbQ","2026-02-24 00:47:37","2a622673f12b4032bc29544cb68fc860","359d46748eae4c6da94fe16774dd6c55","1","Any subject","United States of America","5","📚 to learn","","I like how the app explains to me the answer and how we actually talk about it in a way I can understand. ","Letting me put more screen shots in to put in the missing answers. ","",""
"EkyBxNL","eqERJok","2026-02-24 01:48:20","d90abdb6e5554624a72177a109e25b66","df2f4a2f89214b32bf957f5ac46bc838","19","Unknown","France","5","📝 to do homework","","1","1","",""
"ja10gy6","J969EB7","2026-02-24 03:29:33","d317a428e0d0420389ddc74ac7539be5","b418dda0912c441aa21887efbb84b8f3","123","Unknown","United States of America","4","⚡ to get quick help (answer/explanation)","","His easy talking and simplistic speaking made it easy to understand and learn from him.","His voice was cutting in and out a bit during the discussion.","",""
"xXO0kpG","A78Lq60","2026-02-24 04:25:39","e10c512aab4d4981947173973c430f2c","3e438d542b7541fd98b02d7728eccca4","14","Unknown","Canada","5","🎯 to prep for a test","","I really like how we explained everything. It was common slow and easy to understand.","everything is perfect","",""
"PdV8pPe","vG2yqPD","2026-02-24 04:47:30","27e8095ca021427e9b4c42f4b978c94f","2468f641b56f457fa6b586526877b8e9","70","Unknown","United States of America","5","🎯 to prep for a test","","  ","Breaking up","",""
"yPL5z7X","68dda8o","2026-02-24 09:38:54","d901b94902624d318a4529a65b6879b5","8d8754cdb9ca4a7194e22e07d61153fb","3","Any subject","India","5","⚡ to get quick help (answer/explanation)","","Nice app","Hutle 
Hula girl you don’t have to do it all right but ","",""
"EkyvVX2","BzBX85N","2026-02-24 10:34:55","a4a3f18767ee40cf8ff53ca08431d8a0","5c13347e22074e4596724093d1258aa4","4","Unknown","India","5","🎯 to prep for a test","","Really nice ","Yes increase volume ","",""
"RGAv6bQ","zxKZ0eM","2026-02-24 14:23:28","ae2da8dbb0444acea560048b7ab1df9d","d1b19836120447de98f76bb02a7575fb","7","Unknown","India","5","🎯 to prep for a test","","It not give answer sudanly and work alone ","You see program properly and carect defect
","","5"
"obXkDxP","pbVLAEP","2026-02-24 14:24:46","e0c6cd80ee974d64a0d3c667f9029134","d3754697e83546f19ab22fac61530347","0","Unknown","India","5","⚡ to get quick help (answer/explanation)","","English 
","No","",""
"LZR67Vl","Y5O892q","2026-02-24 14:27:59","5f79c8b64dd943a2a3643df96522c44b","5a8aa46c4b6749fbaf7997ee40ab5b7a","2","Unknown","India","5","😌 to just chill + study","","The way of teaching","Nothing","",""
"ODOdMKR","zxKzlkk","2026-02-24 14:31:15","26605ffb70cd47cb92fbf3b23f52693d","8326d29894ab478f962f3b0065d86f40","1","Unknown","India","5","🎯 to prep for a test","","The explanation by the professor 😁","Loading data u take alot of time for a question ","",""
"0QNDepy","1AErMZL","2026-02-24 14:36:58","4b644d3b676c4414a29620a79692e2cb","5e264ed60ad947a4881425dc135196a0","0","Any subject","United States of America","2","⚡ to get quick help (answer/explanation)","Felt off","","To just have an explanation of the problem","",""
"xXOvxjk","jaxBjKY","2026-02-24 16:51:24","d8f00257f2604bf5a5d8e98868b3fa39","8984350e95734de5865653bbaddf8a84","111","Unknown","Canada","2","📚 to learn","he took a long time to respond when i spoke to him and it was a bit choppy","","make him respond faster and less choppy ","",""
"Eky6DLB","Ek0178r","2026-02-24 21:28:58","73331e21bdaf4629a6f68d1dbb5a8cd0","79aea07b13794459a0aa869f5ab9a15c","6","US History","United States of America","4","🎯 to prep for a test","","when he did practice questions","faster response ","",""
"ja1zJaJ","QK0rGxG","2026-02-24 21:57:51","969b70916fa1433d82a7f32dca481430","6812fa991d7747fa84d0462dcdc808d3","3","Pre-Calculus","United States of America","4","⚡ to get quick help (answer/explanation)","","I","Know, the curriculum for example, derivative should not be in pre-Calc they should be calculus","",""
"vGozZyd","ZjJJOae","2026-02-24 23:30:10","f461c794af80454bbf9a347bef0f6956","dcf7e22a65904c3d85889b23d96922cb","2","Any subject","United States of America","5","🎯 to prep for a test","","The explanations of each answer choice ","Explain the correct answer again","",""
"gDKO9xD","Np00YpW","2026-02-25 01:01:12","94260dabb74c44518c2ba3cc1c57feab","afd09adbdf164466b1190e35af201011","8","Any subject","Canada","4","📚 to learn","","he explained each thing in an easy to understand way, it actually helped me understand the problem","wasn’t hearing me correctly, and was often stopping mid-sentence","",""
"xXO6Q4o","Y5ddoo6","2026-02-25 01:20:01","4e6bacb92b49458a8d1a97bfced5c4d9","3e014555980b44c983fda1dd1915f382","7","Unknown","United States of America","5","😌 to just chill + study","","Him giving a step by step and talking over the questions I had","Have vivid and visual examples to go with my question to his step by step ","",""
"817EJeo","eqERvWQ","2026-02-25 01:53:03","b4f6f3bf400d455fbea37b3b2015dbcc","6fa78f686a8e4629877e4d49b4438e01","6","Any subject","United States of America","5","⚡ to get quick help (answer/explanation)","","Learning","Nothing ","",""
"PdVP8Yd","eqERvWQ","2026-02-25 01:59:17","b4f6f3bf400d455fbea37b3b2015dbcc","7bcc0195d1094141a2f121c77bb414de","4","Any subject","United States of America","4","😌 to just chill + study","","Learn","Nothing maybe to stop lagging so much ","",""
"NpGOMoO","eqERvWQ","2026-02-25 02:04:19","b4f6f3bf400d455fbea37b3b2015dbcc","fce9ca73c87342639b180d25d3d3badc","2","Any subject","United States of America","5","📝 to do homework","","My homework","To stop lagging","",""
"D4gWA9l","Y5ddoo6","2026-02-25 02:07:54","4e6bacb92b49458a8d1a97bfced5c4d9","428dcdda51234869b77e20d5160b8f6a","7","Unknown","United States of America","3","🎯 to prep for a test","The prof was lagging and didn’t help right","","Explanation better and simpler","",""
"RGErkbQ","Me5RqNM","2026-02-25 02:24:48","69df153458734979b2a5e368ddf70d6d","c351fc5e1f524605b158608de9fc8efb","0","Any subject","United States of America","5","📝 to do homework","","Getting the best grades ","Nothing yall are awesome ","",""
"LZRoqNG","D4Vq5k5","2026-02-25 03:03:30","ecb827c862b94273a334c45ad35c922f","325665c7808d43d9a9d366232b7773a7","9","Any subject","United States of America","3","📝 to do homework","For me it’s a bit glitchy ","","The transcript","",""
"MeoPgVX","1AEMlPp","2026-02-25 07:15:10","ae622a1c3c4e4ebea17d888e51c0a819","8abef191cd1f49c4bb4be49608269d04","4","Any subject","India","5","🎯 to prep for a test","","Good aap","Better solve","",""
"2EQZErb","Gx0LqRO","2026-02-25 08:46:06","916efa26938e4a51aaca8fb6202e17af","ff09259a62374276af8d5ab772060133","42","Any subject","India","5","🎯 to prep for a test","","His expression helped me most 
","Sometimes the sound doesn't come for 4 or 5 second ","",""
"ODOgpRA","KY0DebK","2026-02-25 12:02:15","69e37b274a7a47a2b6442b9958b96357","c3838fc5a8c9464fa70a5df4cdfeaca3","2","Any subject","United States of America","5","📝 to do homework","","Breaking it down ","Yes","",""
"RGO7Egl","RG4zQQl","2026-02-25 14:04:40","6f2af877caff4a2994b19982a077956d","527d3006857b4eb49b109b0d9fd9cd8b","4","Unknown","India","4","😌 to just chill + study","","Mera Ashish ko help ho raha hai study me so Thank you ","बहुत नेटवर्क प्रोब्लेम होती hai","",""
"Meoy4M8","44jvdNA","2026-02-25 14:31:02","8e206dd274734daa9ec2971ebd883fff","02eb7adf85024af49d0e7d988fcb601b","55","Unknown","India","2","⚡ to get quick help (answer/explanation)","Hanging ","","1","",""
"q40Mr88","OD0JYok","2026-02-25 17:18:35","8323733a1960404e981a6d6bc686ea2a","14eea68a92e24dab85c7ed3b509c558e","28","Unknown","Canada","1","📚 to learn","All of it","","Go fater","",""
"2EQgaKg","Gx0J5yL","2026-02-25 18:10:58","a0ba3d3aaea84ed6a274c9e4ec5abb4d","3c9925c6b6d344149243562a40fe8b36","13","Unknown","United States of America","3","🎯 to prep for a test","Glitches","","Glitch","",""
"xXOLbqy","zxerpgR","2026-02-25 20:35:57","6d08f92e08164515be6d7e40b7771880","b317527d5ded4e3e908d9213f42a81d2","5","Unknown","Canada","4","⚡ to get quick help (answer/explanation)","","the way he explained it and the examples","show bigger diagrams","",""
"ja1XG7a","Pd0B8Q0","2026-02-25 23:29:50","6f69b17ff94d4d328cfd5f8b0d73d289","336e73aa92114b92913724930b4c2026","15","Any subject","United States of America","5","📝 to do homework","","he actually explained it to me without just giving me the answer","you should keep what he says like notes or something ","",""
"lbJXYPV","Ek1RVqo","2026-02-25 23:48:42","774642edef824405bdde8f851d6cf7a2","ce521efc869a4f9581dee95ae93d8c92","5","Any subject","United States of America","5","⚡ to get quick help (answer/explanation)","","good explanation ","everything was good ","",""
"pbaxekZ","WOooEdj","2026-02-26 00:32:43","10d9a77437cd44fda81380e2cfd4f259","cfda191ca75d47a1873f3c65160d8ac9","7","Any subject","India","5","😌 to just chill + study","","To understand😉","Better no Best💯","",""
"2EQzyxM","5B2qrjQ","2026-02-26 00:35:05","493f332010894b03bb989d4c80e0d851","1e12287a7ba44c6193cc2837514f0823","10","Unknown","United States of America","5","🎯 to prep for a test","","He’s just so helpful","Make it a little better with the transcript ","",""
"2EQzz8b","68xQ9eO","2026-02-26 00:46:16","75a59d76f4f345188a674d7a44eda8b3","c653253a37d848eaa10fba678d24fdd8","11","Any subject","United States of America","5","📝 to do homework","","prof curious gave me simple answers and explanations that made sense to me","recommend articles or website to use as references or to better understand a topic","",""
"WOx69Gj","WO0pVQP","2026-02-26 02:09:09","25c4e76ea4884681a4ccdf8dc1da9ca9","c6d1df43378a4c9a91d0cb223a64f812","12","Unknown","United States of America","5","🎯 to prep for a test","","Understanding it better ","Pause and wait for the listener to do it and then explain ","",""
"VL2aYEM","pbVPj28","2026-02-26 03:36:24","4280cc0ee1904dc791f3b5fda71da2d1","e0d9fa1abdc24be3995a8295471d7ea1","2","Any subject","United States of America","2","📚 to learn","He talked too fast and I didn't understand the way he was teaching it.","","Slow down his talking speed and maybe have an option to show how I learned it so he can help in the same way.","",""
"Meo2gyM","VL89zxl","2026-02-26 04:59:47","b569e9efe06e4f59997ac7931c3f1fc4","3684cfa4509446c2ab2131f24f5114f8","4","Unknown","United States of America","5","🎯 to prep for a test","","When the ai is talking to me ","Idk","",""
"1AqYZPQ","2ErbxBV","2026-02-26 06:40:54","a3995882928e4a44984556713d58772d","7fa83d7f04744ce4a19c9178a817ec94","1","Any subject","India","2","😌 to just chill + study","Extremely ","","Math skill","",""
"pb8qxx8","2ErbxYA","2026-02-26 06:47:23","50814c8fb723434bacc228f2804678cd","95cd070c270f492398ce83bed784c63e","24","Any subject","United States of America","5","🎯 to prep for a test","","What helped me the most was getting the problem verbally explained to me and how it walked me through the steps ","I think in some cases we might not be able to talk back so if there could be a writing option that would be great","",""
"MeoZOVA","zxe0bzg","2026-02-26 07:55:44","1c27e385a4b741069e447d8804271cac","2b0aca6d93f446779b7f98d32ab2fe25","57","Any subject","United States of America","5","🎯 to prep for a test","","He’s a chiller","Wish we could go over attached files","",""
"9qbyBAE","Gx0LqRO","2026-02-26 08:51:45","916efa26938e4a51aaca8fb6202e17af","ddc6a6e4f21443328c803707f468bf62","30","Unknown","India","5","🎯 to prep for a test","","No things 
","No things 
","",""
"Y5NBvN0","gD4QorJ","2026-02-26 09:09:52","c9d1376a3c724a078dc644e6851df48c","eab37578a9b94fa69afcc5e3a339ae59","0","Any subject","India","5","📚 to learn","","Math","5-444","",""
"ja185V4","LZGOeRp","2026-02-26 11:59:11","692bbab81ce24cc4a46e4cda28f3fc01","adc246310453481cae3a627d1af9d8fa","4","Unknown","India","5","📚 to learn","","The explanations were at point","The language does not change like I told it to speak in Hindi once and now it starts in Hindi but it changes after ","",""
"BzMR5LN","q4PoQ18","2026-02-26 18:44:44","372a6f9b4b2047bb9b1857225938c84f","18235b2f696841268ee93041ce7b398d","0","Any subject","India","4","📚 to learn","","For Best result ","Yes ","",""
"MeoxWMA","9qlpV5K","2026-02-26 19:48:45","43fdf683dd274f068c11643391bf9312","f2a478ac994e49acb461a55ccaddac1b","0","Unknown","India","1","📝 to do homework","Bat nhi hui naa kuch samjme aya","","Mujhe samjhao Ki Kya Karna chahie app open karne ke liye ","",""
"vGo972d","Y5dpE8q","2026-02-26 20:04:11","a38efdf0b2274c37b5c14f29dbb05ec2","3811ba986bdf4c1fb270fb06d6c8782a","4","Any subject","United States of America","5","📝 to do homework","","What helped me the most was how he explained the question that ai needed help on multiple times until I understood ","In my opinion, there’s nothing you need to change, but what I know is that someone else not using the app will definitely suggest something but from me nothing","",""
"Meo4XWg","Y5dpE8q","2026-02-26 20:27:39","a38efdf0b2274c37b5c14f29dbb05ec2","ec32caebf5614d7ca0bd3ed13957906d","20","Any subject","United States of America","5","📝 to do homework","","He helped me understand how to do the sentences since sometimes the website didn’t explain it good enough","For me we felt mid was that sometimes the professor was getting it wrong","",""
"817BkKO","KYo2xqD","2026-02-26 21:13:50","a4dc0fd03ffb4f06b7362ef332bf4222","ea457b9708354ed4b458a62a845376f3","49","Unknown","United States of America","3","📝 to do homework","He kept saying my ideas were good and idk if some of them are not right when it does that","","Not say everything is right ","",""
"obXL9eM","68xrGQY","2026-02-27 00:10:36","4f771c71e50b44fd9eb4e7a5b1589797","c7ca270535e844d6bbf149d0245af84b","16","Unknown","India","5","⚡ to get quick help (answer/explanation)","","Explanation is too good...","Pictures should be there with explanation ","",""
"EkyR4Qr","XxG5zJV","2026-02-27 00:17:33","56de5f399f31457bafec6414196b4b75","15b62e4d28f64dc280978810ecddfd03","18","Unknown","United States of America","5","📝 to do homework","","Overall good ","Nothing","",""
"ZjqM8Ve","J90eb0z","2026-02-27 00:53:11","0b7d778c00c84b9eb9ea7f109cdfbb97","ef502f61aab04e978755efcc41cdcd46","11","Unknown","United States of America","3","📝 to do homework","The call is slightly glitchy and the answers are faulty at times ","","ensure correct answers and fix the glitching ","",""
"ODORjpg","68xrGQY","2026-02-27 07:58:53","4f771c71e50b44fd9eb4e7a5b1589797","dc3d56621b8346acb298e67ce16ed797","4","Unknown","India","5","📝 to do homework","","Good explanation ","Everything is good 👍","",""
"ja11Do1","jaxvkVY","2026-02-27 13:39:53","056409db05704168b5a705d9da94d8d9","01f59f4a2a3b4f46b0d105e83aaa1930","1","Any subject","India","3","🎯 to prep for a test","Late","","Fast","",""
"Gx8Mv4O","yPDdyr0","2026-02-27 14:31:05","92367275221c41619be976ccf1ef08c3","e30ed24ff35d4e9c9390c4bba30298f9","0","Unknown","India","4","🎯 to prep for a test","","ईवीएस","Math
","",""
"J955B9Y","Gx05ZPO","2026-02-27 15:24:11","b64d00b0c05242c081f09aea4ec9e575","78abcf9ca5ee448b9642178fa7f6d10c","4","Any subject","India","5","⚡ to get quick help (answer/explanation)","","Nothing 
","It's very good 
","",""
"ODOWPGK","dWPzDqK","2026-02-27 17:35:36","45b77563148b47fc8090ec27b314c0e9","9abcfcd4eb6d4b27bd737f1c116ea804","3","Unknown","India","5","📚 to learn","","Good ","Slow ","",""
"8170ExO","xXZzzGE","2026-02-27 18:39:54","2131474e5d0b4fa2957993aa7e7c1030","115a91b666334283b579e2d2d5f49077","21","Unknown","India","5","📚 to learn","","Ko
","Cikel ","",""
"2EQqjPL","WO0q4OQ","2026-02-27 20:36:22","dc14018f9d664565aecc0eae1f4816ad","ae55cf5dcdcb4badb537d974d0dc3b59","3","Unknown","United States of America","5","📝 to do homework","","Getting told the formulas I needed ","Nothing. It was great","",""
"Y5LDkYN","5B2O7kZ","2026-02-28 04:51:50","d292d3a625c345f287f00953093083aa","529bcc8c986c44078a01ba83fbe9080e","0","Unknown","United States of America","5","🎯 to prep for a test","","C","C","",""
"MeBKN5Y","5BkjxgP","2026-02-28 06:42:08","590c4f618db0415a959b8a55a9368a5b","e4f5708d571d43b5ab1fc294a72ee34c","0","Unknown","India","3","📝 to do homework","Scope to improve more in terms of picking up the chapter and answer for a grade 6  student","","Tttt","",""
"eqdMqyl","1AEx6ap","2026-02-28 16:36:39","f3916343002e468489c39ff394033b99","9da73268f90148c1934916f3bd2dc6d4","0","Unknown","United States of America","5","🎯 to prep for a test","","The confusion ","Understand the question ","",""
"rjx5vaX","xXZzzGE","2026-02-28 21:02:13","2131474e5d0b4fa2957993aa7e7c1030","f4bc760e6a8b47d09b2a0ac229e69c5e","5","Unknown","India","5","📚 to learn","","Very good ","Who
","",""
"Y5LRJvz","vG2bzO8","2026-03-01 00:06:55","088a1ff6300c4946a70ef81f7ef2ade4","d4ef85ddc8354542a9d068c8fa7df37d","10","Unknown","United States of America","5","📝 to do homework","","Step by step explanations","Nothing as of now","",""
"jaObAqE","RGLlqoQ","2026-03-01 02:35:40","3763477c046242f0a9714e3e579ebda5","97ce284673174a8f99966b846e858df3","0","Any subject","United States of America","4","⚡ to get quick help (answer/explanation)",""," "," ","",""
"Gx2KMQk","kdZxPxR","2026-03-01 03:16:05","b1d2ab66a6104158be101513b43fb376","e4414cf7ffd04dc78c1fe514d896fecd","0","Unknown","United States of America","5","🎯 to prep for a test","","Studying ","Help me ","",""
"eqdDdN0","kdZxPxR","2026-03-01 03:47:12","b1d2ab66a6104158be101513b43fb376","0ccb1c4c728641d8b6e7e10d912ca3bb","30","Unknown","United States of America","4","📚 to learn","","Learning it ","Nothing ","",""
"9qz9N8V","BzB5MbA","2026-03-01 04:39:41","90a739b1a3264146880489c11da12636","b1b32f0d94db44c78fe762c4d31b816b","12","Unknown","United States of America","5","😌 to just chill + study","","He took time explaining exactly how I got the question, right","He was a huge help","",""
"dW5aa8N","kdZxDEd","2026-03-01 04:59:28","","","","","India","3","📚 to learn","It was hanging ","","It was very hanging. ","",""
"81BWg7x","BzXJpqK","2026-03-01 07:48:09","c312ae33764b4e5987244cc1c6761cec","a9e9f8da2a3345a49fde626f66ba010e","18","Unknown","India","4","⚡ to get quick help (answer/explanation)","I like that prof","The professor some time hang fix it","Make more option for background ","","4"
"VLkQqYa","q4b7zoO","2026-03-01 08:22:15","b1f9cc7987124936af99905777d49a9f","e9693bf2486c48b6a7f09e34a37e84b1","8","Unknown","India","4","⚡ to get quick help (answer/explanation)","","
Homework ","Pof curious do what we don't say ","",""
"ob4eQjN","BzXJpqK","2026-03-01 08:44:25","c312ae33764b4e5987244cc1c6761cec","78b82fe03c4b4ebeb91205dca370bb46","53","Unknown","India","3","⚡ to get quick help (answer/explanation)","Sometime I ask a question, but professor starts giving the Another question answer","","Make Professor more better and accurate","",""
"vGo9508","LZ0vekl","2026-03-01 10:33:36","70deb482225b40b4ae75cc70f6a97dbf","9d879dd6c83b40d294f2c3a5a49d9f60","8","Any subject","India","5","😌 to just chill + study","","Professor curious. listens to evry detail of mine, n provide according to my instructions, notes provided are so simplified n easily to stick to my mind","I don't think so I should give suggestions because I think this is the best feature n has everything ","",""
"Gx2pN2O","Pd0WEJV","2026-03-01 15:32:38","908a2221861443f09e9bd6cdd1335ad1","b8d6f53527de426eba5864f184bd1f33","4","Any subject","India","5","⚡ to get quick help (answer/explanation)","","Immediate reply","Nothing at present
","",""
"ODWG4l8","jayrrv9","2026-03-01 20:49:28","7e393a5008ee4b93bbd509639c6652a7","07a0dc84c160475c8ca6a09aec4b8224","43","Unknown","United States of America","4","⚡ to get quick help (answer/explanation)","","The straight to the point answers.","Sometimes the transcript didn’t transfer to the notes ","",""
"b50d6gZ","9qWy6aX","2026-03-01 22:49:51","03c8464c469f402c8326ac242430bc0c","33533abf477d462cb62fdcc6ef4a5d67","62","Unknown","United States of America","5","📝 to do homework","","I loved it, it was calming but nervous eat the same the same time to see the grade I got but I’m happy I got a good grade on all the homework assignments 
","Nothing ","",""
"q42Ag1g","Gx05ZPO","2026-03-02 04:44:28","b64d00b0c05242c081f09aea4ec9e575","70318e29536f431a8af55f0eb0d0994d","2","Any subject","India","5","⚡ to get quick help (answer/explanation)","","Nothing ","Nothing ","",""
"jaOQpva","obOZEX1","2026-03-02 04:51:11","fae19f8cd64f4041a353989d677c1926","df0e617b1a774156a5e5f42065792183","8","Any subject","India","5","🎯 to prep for a test","","Tum meri gudiya Rani sati dadi ek baar baar ka matalab ","Abhi main padhaai ata tha padhne ka gana ","",""
"yPWyZdX","LZ0xo7p","2026-03-02 14:09:54","c1fc76483c22496fb8865bae6dbe54c5","09cfd643b49b44d1b6339eec04af44db","3","Unknown","India","5","📚 to learn","","8 just installed it now and Its an amazing app it is helpful to and ..","Ntg","",""
"RG74jVd","ZjJk0rA","2026-03-02 15:45:45","61d343d372c941558deeb9b30305e3b9","4e68e1fdebe3490d82e2fe5c67c41cb1","13","Any subject","Canada","1","📝 to do homework","👎","","👎","",""
